date,stream,reach,microsite,quadrat,quadrat.id,species,sample.id,salmon.density,chum.density,pink.density,dist.upstream,dist.from.stream,side.of.stream,orientation,slope,aspect,avg.canopy.cover,avg.soil.moisture,ref.soil.moisture,stem.density,fruit.count,punch.weight.mg,punch.notes,image.id,leaf.area,num..of.leaves,rMean,gMean,bMean,percent.green,c.13,total.c.ug,n.15,total.n.ug,sample.weight.mg
22-Jul-19,Hooknose,2,C,1,Hooknose-2C1,MADI,Hooknose-2C1-MADI,1.926490741,1.426574074,0.499916667,124,3.5,R,267,34,267,83.2,30.1,9.6,1,NA,0.668,NA,IMG_8390,18.098,NA,59.182,86.649,42.765,0.459442406,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,2,C,1,Hooknose-2C1,MEFE,Hooknose-2C1-MEFE,1.926490741,1.426574074,0.499916667,124,3.5,R,267,34,267,83.2,30.1,9.6,4,NA,0.72,NA,IMG_8391,38.438,7,65.712,102.362,47.917,0.473917895,-33.74,1484.96,-0.34,64.48,3.793
22-Jul-19,Hooknose,2,C,1,Hooknose-2C1,VASP,Hooknose-2C1-VASP,1.926490741,1.426574074,0.499916667,124,3.5,R,267,34,267,83.2,30.1,9.6,6,8,0.911,NA,IMG_8392,20.093,NA,63.663,88.146,43.246,0.451903309,-34.84,1751.05,-0.71,84.74,3.961
22-Jul-19,Hooknose,2,D,1,Hooknose-2D1,MADI,Hooknose-2D1-MADI,1.926490741,1.426574074,0.499916667,148,2.6,L,84,6,84,88.92,11.7,9.6,17,NA,0.6,NA,IMG_8389,NA,NA,NA,NA,NA,NA,-35.7,1512.65,4.91,73,3.929
22-Jul-19,Hooknose,2,D,1,Hooknose-2D1,MEFE,Hooknose-2D1-MEFE,1.926490741,1.426574074,0.499916667,148,2.6,L,84,6,84,88.92,11.7,9.6,2,NA,0.779,NA,IMG_8384,30.307,7,73.402,95.939,74.417,0.39358298,-35.5,1672.45,3.23,77.58,4.099
22-Jul-19,Hooknose,2,D,1,Hooknose-2D1,RUSP,Hooknose-2D1-RUSP,1.926490741,1.426574074,0.499916667,148,2.6,L,84,6,84,88.92,11.7,9.6,4,NA,1.037,NA,IMG_8387,98.248,NA,57.623,86.641,53.041,0.439122171,-32.96,1770.44,5.57,83.31,4.153
22-Jul-19,Hooknose,2,D,1,Hooknose-2D1,TITR,Hooknose-2D1-TITR,1.926490741,1.426574074,0.499916667,148,2.6,L,84,6,84,88.92,11.7,9.6,NA,NA,0.589,NA,IMG_8388,23.142,NA,49.529,72.859,42.891,0.440824303,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,2,D,1,Hooknose-2D1,VASP,Hooknose-2D1-VASP,1.926490741,1.426574074,0.499916667,148,2.6,L,84,6,84,88.92,11.7,9.6,2,NA,0.667,NA,IMG_8383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,A,1,Hooknose-3A1,MEFE,Hooknose-3A1-MEFE,1.926490741,1.426574074,0.499916667,163,3.5,R,250,0,NA,83.72,15.6,9.6,1,NA,0.712,NA,IMG_8445,21.341,7,74.266,91.914,37.429,0.451424053,-34.66,1568.47,-0.43,63.09,4.069
22-Jul-19,Hooknose,3,A,1,Hooknose-3A1,RUSP,Hooknose-3A1-RUSP,1.926490741,1.426574074,0.499916667,163,3.5,R,250,0,NA,83.72,15.6,9.6,5,19,0.775,NA,IMG_8436,63.505,NA,47.872,63.403,29.158,0.451482202,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,A,1,Hooknose-3A1,TITR,Hooknose-3A1-TITR,1.926490741,1.426574074,0.499916667,163,3.5,R,250,0,NA,83.72,15.6,9.6,NA,NA,1.035,NA,IMG_8448,12.091,NA,59.379,81.275,36.1,0.459819863,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,A,2,Hooknose-3A2,MADI,Hooknose-3A2-MADI,1.926490741,1.426574074,0.499916667,170,2.2,R,250,0,NA,81.9,16.8,9.6,6,NA,0.715,NA,IMG_8444,12.672,NA,77.854,102.089,32.923,0.479592796,-34.64,1533.47,2.81,65.4,3.986
22-Jul-19,Hooknose,3,A,2,Hooknose-3A2,RUSP,Hooknose-3A2-RUSP,1.926490741,1.426574074,0.499916667,170,2.2,R,250,0,NA,81.9,16.8,9.6,1,NA,0.778,NA,IMG_8381,NA,NA,NA,NA,NA,NA,-34.77,1558.28,0.58,65.49,3.824
22-Jul-19,Hooknose,3,A,2,Hooknose-3A2,TITR,Hooknose-3A2-TITR,1.926490741,1.426574074,0.499916667,170,2.2,R,250,0,NA,81.9,16.8,9.6,NA,NA,1.07,NA,IMG_8428,17.829,NA,45.478,64.289,31.925,0.453723569,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,A,2,Hooknose-3A2,VASP,Hooknose-3A2-VASP,1.926490741,1.426574074,0.499916667,170,2.2,R,250,0,NA,81.9,16.8,9.6,2,NA,0.821,NA,IMG_8449,21.981,NA,53.786,74.06,32.386,0.462204803,-35.39,1860.32,1.04,89.69,4.232
22-Jul-19,Hooknose,3,B,1,Hooknose-3B1,MADI,Hooknose-3B1-MADI,1.926490741,1.426574074,0.499916667,191,0.5,L,151,9,151,82.42,33,9.6,260,NA,0.726,NA,IMG_8425,43.413,NA,44.554,65.723,24.248,0.488556031,-34.52,1744.84,0.13,106.81,4.286
22-Jul-19,Hooknose,3,B,1,Hooknose-3B1,RUSP,Hooknose-3B1-RUSP,1.926490741,1.426574074,0.499916667,191,0.5,L,151,9,151,82.42,33,9.6,9,8,0.927,NA,IMG_8424,55.096,NA,45.394,62.001,29.752,0.452076969,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,B,1,Hooknose-3B1,TITR,Hooknose-3B1-TITR,1.926490741,1.426574074,0.499916667,191,0.5,L,151,9,151,82.42,33,9.6,NA,NA,0.912,NA,IMG_8433,15.972,NA,45.324,67.179,30.926,0.468378083,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,B,1,Hooknose-3B1,VASP,Hooknose-3B1-VASP,1.926490741,1.426574074,0.499916667,191,0.5,L,151,9,151,82.42,33,9.6,2,NA,1.174,NA,IMG_8440,19.48,NA,52.507,73.411,29.465,0.472451941,-34.95,1791.39,1.05,76.05,4.058
22-Jul-19,Hooknose,3,B,2,Hooknose-3B2,MADI,Hooknose-3B2-MADI,1.926490741,1.426574074,0.499916667,196,5.1,L,151,0,NA,83.72,49.9,9.6,24,NA,0.611,NA,IMG_8454,30.817,NA,46.396,68.615,24.827,0.490674924,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,B,2,Hooknose-3B2,MEFE,Hooknose-3B2-MEFE,1.926490741,1.426574074,0.499916667,196,5.1,L,151,0,NA,83.72,49.9,9.6,1,NA,NA,envelope missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,B,2,Hooknose-3B2,TITR,Hooknose-3B2-TITR,1.926490741,1.426574074,0.499916667,196,5.1,L,151,0,NA,83.72,49.9,9.6,NA,NA,0.804,NA,IMG_8459,6.232,NA,57.315,78.239,31.804,0.467494831,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,C,1,Hooknose-3C1,RUSP,Hooknose-3C1-RUSP,1.926490741,1.426574074,0.499916667,196,1.6,R,340,12,340,77.22,12.6,9.6,4,8,1.05,NA,IMG_8434,116.791,NA,46.709,73.895,46.765,0.441509479,-32.78,1762.62,4.96,97.55,4.151
22-Jul-19,Hooknose,3,C,1,Hooknose-3C1,TITR,Hooknose-3C1-TITR,1.926490741,1.426574074,0.499916667,196,1.6,R,340,12,340,77.22,12.6,9.6,NA,NA,0.882,NA,IMG_8460,13.979,NA,56.659,79.552,25.367,0.492344255,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,C,2,Hooknose-3C2,MADI,Hooknose-3C2-MADI,1.926490741,1.426574074,0.499916667,200,2.4,R,340,12,340,73.58,9.6,9.6,7,NA,0.855,NA,IMG_8426,41.256,NA,45.236,72.978,23.024,0.516702304,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,C,2,Hooknose-3C2,MEFE,Hooknose-3C2-MEFE,1.926490741,1.426574074,0.499916667,200,2.4,R,340,12,340,73.58,9.6,9.6,2,NA,1.094,NA,IMG_8458,30.068,8,58.018,82.978,24.162,0.502415868,-33.84,1451.45,-0.72,48.72,4.211
22-Jul-19,Hooknose,3,C,2,Hooknose-3C2,TITR,Hooknose-3C2-TITR,1.926490741,1.426574074,0.499916667,200,2.4,R,340,12,340,73.58,9.6,9.6,NA,NA,0.993,NA,IMG_8457,11.552,NA,66.68,89.241,28.206,0.484670907,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,C,2,Hooknose-3C2,VASP,Hooknose-3C2-VASP,1.926490741,1.426574074,0.499916667,200,2.4,R,340,12,340,73.58,9.6,9.6,3,NA,1.164,NA,IMG_8432,18.002,NA,51.471,69.822,30.46,0.46010293,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,D,1,Hooknose-3D1,RUSP,Hooknose-3D1-RUSP,1.926490741,1.426574074,0.499916667,231,1.1,L,122,0,NA,82.16,10.7,9.6,7,11,0.927,NA,IMG_8435,72.704,NA,47.267,68.501,42.635,0.432447618,-32.02,1697.07,2.91,88.36,4.04
22-Jul-19,Hooknose,3,D,1,Hooknose-3D1,TITR,Hooknose-3D1-TITR,1.926490741,1.426574074,0.499916667,231,1.1,L,122,0,NA,82.16,10.7,9.6,NA,NA,0.966,NA,IMG_8438,10.987,NA,60.998,85.388,31.359,0.480396073,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,3,D,2,Hooknose-3D2,MADI,Hooknose-3D2-MADI,1.926490741,1.426574074,0.499916667,231,1.1,L,122,0,NA,84.76,26.6,9.6,41,NA,0.699,NA,IMG_8427,15.548,NA,65.185,87.511,29.465,0.480404697,-33.16,1458.56,-1.7,77.14,3.602
22-Jul-19,Hooknose,3,D,2,Hooknose-3D2,MEFE,Hooknose-3D2-MEFE,1.926490741,1.426574074,0.499916667,231,10.8,L,122,0,NA,84.76,26.6,9.6,1,NA,0.946,NA,IMG_8431,14.793,6,62.584,80.514,31.9,0.460085258,-33.36,1800.49,-0.83,76.05,4.583
22-Jul-19,Hooknose,3,D,2,Hooknose-3D2,VASP,Hooknose-3D2-VASP,1.926490741,1.426574074,0.499916667,231,10.8,L,122,0,NA,84.76,26.6,9.6,3,NA,0.799,NA,IMG_8423,17.951,NA,66.714,85.17,38.952,0.44629944,-35.13,1581.3,-0.61,72.8,3.622
22-Jul-19,Hooknose,4,A,1,Hooknose-4A1,MADI,Hooknose-4A1-MADI,1.926490741,1.426574074,0.499916667,246,1.7,R,94,36,94,86.84,31.4,9.6,1,NA,0.484,NA,IMG_8437,57.231,NA,63.017,88.929,28.366,0.493195128,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,A,1,Hooknose-4A1,MEFE,Hooknose-4A1-MEFE,1.926490741,1.426574074,0.499916667,246,1.7,R,94,36,94,86.84,31.4,9.6,2,NA,1.03,NA,IMG_8416,44.649,NA,44.905,72.577,30.303,0.491098555,-33.25,1617.94,3.45,57.54,4.145
22-Jul-19,Hooknose,4,A,1,Hooknose-4A1,VASP,Hooknose-4A1-VASP,1.926490741,1.426574074,0.499916667,246,1.7,R,94,36,94,86.84,31.4,9.6,4,NA,0.969,NA,IMG_8453,20.882,NA,65.308,85.092,37.283,0.4533815,-34.36,1749.7,5.28,87.87,3.912
22-Jul-19,Hooknose,4,B,1,Hooknose-4B1,MADI,Hooknose-4B1-MADI,1.926490741,1.426574074,0.499916667,263,0.5,L,36,6,36,83.2,14.9,9.6,200,NA,0.879,NA,IMG_8422,21.117,NA,45.672,67.584,22.544,0.497673049,-32.85,1795.94,1.85,82.21,4.507
22-Jul-19,Hooknose,4,B,1,Hooknose-4B1,RUSP,Hooknose-4B1-RUSP,1.926490741,1.426574074,0.499916667,263,0.5,L,36,6,36,83.2,14.9,9.6,3,2,0.929,NA,IMG_8419,48.224,NA,44.798,63.206,29.557,0.45947616,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,B,2,Hooknose-4B2,MADI,Hooknose-4B2-MADI,1.926490741,1.426574074,0.499916667,264,2.8,L,36,0,NA,75.7,12.6,9.6,220,NA,0.775,NA,IMG_8442,41.333,NA,39.082,58.037,25.25,0.474278616,-33.03,1721.54,0.52,111.92,4.249
22-Jul-19,Hooknose,4,B,2,Hooknose-4B2,MEFE,Hooknose-4B2-MEFE,1.926490741,1.426574074,0.499916667,264,2.8,L,36,0,NA,75.7,12.6,9.6,1,NA,1.188,NA,IMG_8452,22.793,9,51.907,71.321,31.813,0.460013803,-33.63,1807.44,-1.36,64.45,4.394
22-Jul-19,Hooknose,4,B,2,Hooknose-4B2,RUSP,Hooknose-4B2-RUSP,1.926490741,1.426574074,0.499916667,264,2.8,L,36,0,NA,75.7,12.6,9.6,4,NA,0.698,NA,IMG_8443,62.588,NA,45.17,67.056,30.477,0.469899021,-33.03,1608.25,1.21,95.88,3.804
22-Jul-19,Hooknose,4,B,2,Hooknose-4B2,TITR,Hooknose-4B2-TITR,1.926490741,1.426574074,0.499916667,264,2.8,L,36,0,NA,75.7,12.6,9.6,NA,NA,1.134,NA,IMG_8456,22.465,NA,41.885,64.495,28.716,0.477401255,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,B,2,Hooknose-4B2,VASP,Hooknose-4B2-VASP,1.926490741,1.426574074,0.499916667,264,2.8,L,36,0,NA,75.7,12.6,9.6,2,NA,1.009,NA,IMG_8451,20.21,NA,67.873,82.851,37.116,0.441072189,-35.71,1890.11,2.18,75.27,4.424
22-Jul-19,Hooknose,4,C,1,Hooknose-4C1,MADI,Hooknose-4C1-MADI,1.926490741,1.426574074,0.499916667,279,1.2,R,232,0,NA,80.08,20.7,9.6,3,NA,0.752,NA,IMG_8418,23.276,NA,47.381,76.07,23.282,0.518424622,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,C,1,Hooknose-4C1,RUSP,Hooknose-4C1-RUSP,1.926490741,1.426574074,0.499916667,279,1.2,R,232,0,NA,80.08,20.7,9.6,5,11,0.999,NA,IMG_8417,79.236,NA,53.772,76.064,30.084,0.475637819,-33.05,1572.03,2.59,71.81,3.748
22-Jul-19,Hooknose,4,C,1,Hooknose-4C1,TITR,Hooknose-4C1-TITR,1.926490741,1.426574074,0.499916667,279,1.2,R,232,0,NA,80.08,20.7,9.6,NA,NA,0.918,NA,IMG_8415,11.319,NA,49.135,72.285,25.405,0.49232079,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,C,2,Hooknose-4C2,MADI,Hooknose-4C2-MADI,1.926490741,1.426574074,0.499916667,281,7.1,R,232,0,NA,78,22.9,9.6,2,NA,0.733,NA,IMG_8410,13.955,NA,57.228,78.709,31.14,0.471094166,-35.84,1430.62,0.74,74.93,3.641
22-Jul-19,Hooknose,4,C,2,Hooknose-4C2,MEFE,Hooknose-4C2-MEFE,1.926490741,1.426574074,0.499916667,281,7.1,R,232,0,NA,78,22.9,9.6,2,NA,1.494,NA,IMG_8411,22.055,10,65.224,87.36,35.086,0.465497949,-34.99,1728.59,-0.1,53.65,4.114
22-Jul-19,Hooknose,4,C,2,Hooknose-4C2,TITR,Hooknose-4C2-TITR,1.926490741,1.426574074,0.499916667,281,7.1,R,232,0,NA,78,22.9,9.6,NA,NA,1.117,NA,IMG_8405,20.497,NA,46.358,65.049,34.261,0.446556553,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,C,2,Hooknose-4C2,VASP,Hooknose-4C2-VASP,1.926490741,1.426574074,0.499916667,281,7.1,R,232,0,NA,78,22.9,9.6,3,NA,1.253,NA,IMG_8406,22.302,NA,57.16,69.095,34.969,0.428565226,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,D,1,Hooknose-4D1,MADI,Hooknose-4D1-MADI,1.926490741,1.426574074,0.499916667,305,0.8,L,72,27,72,87.1,20.3,9.6,1,NA,0.837,NA,IMG_8450,14.044,NA,66.586,91.1,23.422,0.503014776,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,D,1,Hooknose-4D1,MEFE,Hooknose-4D1-MEFE,1.926490741,1.426574074,0.499916667,305,0.8,L,72,27,72,87.1,20.3,9.6,1,NA,0.712,NA,IMG_8464,12.421,5,63.785,86.877,28.781,0.48414817,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,D,1,Hooknose-4D1,RUSP,Hooknose-4D1-RUSP,1.926490741,1.426574074,0.499916667,305,0.8,L,72,27,72,87.1,20.3,9.6,2,2,0.616,NA,IMG_8441,80.965,NA,65.624,96.519,38.728,0.480502412,-34.17,1412.92,3.46,53.98,3.55
22-Jul-19,Hooknose,4,D,1,Hooknose-4D1,TITR,Hooknose-4D1-TITR,1.926490741,1.426574074,0.499916667,305,0.8,L,72,27,72,87.1,20.3,9.6,NA,NA,1.192,NA,IMG_8455,3.037,NA,80.065,102.262,42.125,0.455607435,NA,NA,NA,NA,NA
22-Jul-19,Hooknose,4,D,1,Hooknose-4D1,VASP,Hooknose-4D1-VASP,1.926490741,1.426574074,0.499916667,305,0.8,L,72,27,72,87.1,20.3,9.6,1,NA,0.471,NA,IMG_8465,18.527,NA,71.404,91.379,42.283,0.445607756,-35.64,1813.05,0.54,85.31,4.138
23-Jul-19,Goatbushu,1,A,1,Goatbushu-1A1,MADI,Goatbushu-1A1-MADI,4.593958333,1.43375,3.160208333,14,1.6,R,258,5,258,7.46,36.9,9.2,200,NA,0.907,NA,IMG_8510,33.888,NA,45.309,71.285,28.365,0.491759739,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,1,A,1,Goatbushu-1A1,MEFE,Goatbushu-1A1-MEFE,4.593958333,1.43375,3.160208333,14,1.6,R,258,5,258,7.46,36.9,9.2,1,NA,1.394,NA,IMG_8525,23.368,5,68.278,91.69,32.16,0.477233927,-33.5,1796.3,-2.47,53.74,4.108
23-Jul-19,Goatbushu,1,A,1,Goatbushu-1A1,VASP,Goatbushu-1A1-VASP,4.593958333,1.43375,3.160208333,14,1.6,R,258,5,258,7.46,36.9,9.2,3,NA,0.624,NA,IMG_8524,18.926,NA,61.936,75.408,31.739,0.445982151,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,1,A,2,Goatbushu-1A2,MADI,Goatbushu-1A2-MADI,4.593958333,1.43375,3.160208333,11,0.8,R,258,5,258,77.74,18.8,9.2,200,NA,0.675,NA,IMG_8504,40.147,NA,58.379,82.95,21.08,0.510747557,-32.82,1818.5,1.22,100.05,4.486
23-Jul-19,Goatbushu,1,A,2,Goatbushu-1A2,RUSP,Goatbushu-1A2-RUSP,4.593958333,1.43375,3.160208333,11,0.8,R,258,5,258,77.74,18.8,9.2,2,NA,0.704,NA,IMG_8503,103.844,NA,50.036,76.66,32.099,0.482760792,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,1,B,1,Goatbushu-1B1,MADI,Goatbushu-1B1-MADI,4.593958333,1.43375,3.160208333,14,7.3,L,146,0,44,85.5,24.7,9.2,160,NA,0.644,NA,IMG_8496,25.583,NA,52.088,69.964,33.393,0.450088456,-31.54,1803.98,-0.08,104.47,4.209
23-Jul-19,Goatbushu,1,B,1,Goatbushu-1B1,RUSP,Goatbushu-1B1-RUSP,4.593958333,1.43375,3.160208333,14,7.3,L,146,0,44,84.5,24.7,9.2,6,1,1.005,NA,IMG_8508,50.527,NA,51.142,69.759,22.563,0.486247421,-30.53,1833.11,-0.35,70.77,4.153
23-Jul-19,Goatbushu,1,B,2,Goatbushu-1B2,MADI,Goatbushu-1B2-MADI,4.593958333,1.43375,3.160208333,24,9.2,L,146,4,44,85.5,18,9.2,1,NA,0.536,NA,IMG_8526,40.044,NA,53.695,76.831,26.507,0.489266587,-30.12,1830.36,4.24,111.91,4.333
23-Jul-19,Goatbushu,1,B,2,Goatbushu-1B2,MEFE,Goatbushu-1B2-MEFE,4.593958333,1.43375,3.160208333,24,9.2,L,146,4,44,85.5,18,9.2,1,NA,0.821,NA,IMG_8532,42.61,7,53.106,78.372,32.018,0.479351177,-31.54,1875.45,-1.32,86.95,4.567
23-Jul-19,Goatbushu,1,B,2,Goatbushu-1B2,RUSP,Goatbushu-1B2-RUSP,4.593958333,1.43375,3.160208333,24,9.2,L,146,0,NA,84.5,18,9.2,1,NA,0.728,NA,IMG_8500,79.197,NA,43.009,69.762,32.148,0.481386154,-33.9,1611.02,19,103.26,3.846
23-Jul-19,Goatbushu,1,B,2,Goatbushu-1B2,TITR,Goatbushu-1B2-TITR,4.593958333,1.43375,3.160208333,24,9.2,L,146,0,NA,84.5,18,9.2,NA,NA,0.643,NA,IMG_8495,11.811,NA,71.763,89.067,38,0.44795554,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,1,B,2,Goatbushu-1B2,VASP,Goatbushu-1B2-VASP,4.593958333,1.43375,3.160208333,24,9.2,L,146,4,44,85.5,18,9.2,220,NA,0.671,NA,IMG_8531,17.223,NA,51.578,74.968,44.967,0.437098063,-35.05,1701.55,-0.83,95.02,3.864
23-Jul-19,Goatbushu,1,C,1,Goatbushu-1C1,MADI,Goatbushu-1C1-MADI,4.593958333,1.43375,3.160208333,34,6.2,R,240,0,NA,83.46,21.3,9.2,120,NA,0.752,NA,IMG_8516,38.851,NA,45.812,70.381,38.095,0.45616639,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,1,C,1,Goatbushu-1C1,MEFE,Goatbushu-1C1-MEFE,4.593958333,1.43375,3.160208333,34,6.2,R,240,0,NA,83.46,21.3,9.2,2,NA,0.603,NA,IMG_8522,26.55,8,72.054,94.133,33.086,0.472382109,-33.43,1622.46,0.56,65.16,4.04
23-Jul-19,Goatbushu,1,C,1,Goatbushu-1C1,RUSP,Goatbushu-1C1-RUSP,4.593958333,1.43375,3.160208333,34,6.2,R,240,0,NA,83.46,21.3,9.2,1,NA,0.905,NA,IMG_8520,103.461,NA,38.313,63.585,27.851,0.49006158,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,1,C,1,Goatbushu-1C1,VASP,Goatbushu-1C1-VASP,4.593958333,1.43375,3.160208333,34,6.2,R,240,0,NA,83.46,21.3,9.2,1,NA,0.762,NA,IMG_8518,51.409,NA,48.896,68.063,32.61,0.455060875,-34.58,1822.19,2.3,89.13,4.123
23-Jul-19,Goatbushu,1,D,1,Goatbushu-1D1,MADI,Goatbushu-1D1-MADI,4.593958333,1.43375,3.160208333,33,14.5,L,74,0,NA,84.5,46.9,9.2,160,NA,0.489,NA,IMG_8514,28.301,NA,55.731,80.909,36.477,0.467366001,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,1,D,1,Goatbushu-1D1,MEFE,Goatbushu-1D1-MEFE,4.593958333,1.43375,3.160208333,33,14.5,L,74,0,NA,84.5,46.9,9.2,3,NA,0.795,NA,IMG_8513,28.116,6,61.619,85.537,24.935,0.497045168,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,1,D,1,Goatbushu-1D1,RUSP,Goatbushu-1D1-RUSP,4.593958333,1.43375,3.160208333,33,14.5,L,74,0,NA,84.5,46.9,9.2,3,NA,0.709,NA,IMG_8512,58.949,NA,35.474,61.828,29.025,0.48942823,-33.96,1760.04,-0.11,101.85,4.13
23-Jul-19,Goatbushu,1,D,1,Goatbushu-1D1,VASP,Goatbushu-1D1-VASP,4.593958333,1.43375,3.160208333,33,14.5,L,74,0,NA,84.5,46.9,9.2,1,NA,0.926,NA,IMG_8509,34.156,NA,60.846,79.557,31.25,0.463475733,-35.97,1707.19,0.83,93.74,3.903
23-Jul-19,Goatbushu,2,A,1,Goatbushu-2A1,MADI,Goatbushu-2A1-MADI,4.593958333,1.43375,3.160208333,40,70,R,254,0,NA,75.14,30.5,9.2,29,NA,0.662,NA,IMG_8502,50.654,NA,47.362,70.919,21.494,0.507379717,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,2,A,1,Goatbushu-2A1,MEFE,Goatbushu-2A1-MEFE,4.593958333,1.43375,3.160208333,40,70,R,254,0,NA,75.14,30.5,9.2,1,NA,0.826,NA,IMG_8492,34.654,6,50.111,66.057,33.99,0.439916621,-32.4,1679.17,0.75,84.63,4.006
23-Jul-19,Goatbushu,2,A,1,Goatbushu-2A1,RUSP,Goatbushu-2A1-RUSP,4.593958333,1.43375,3.160208333,40,70,R,254,0,NA,75.14,30.5,9.2,4,NA,0.731,NA,IMG_8507,79.827,NA,46.511,74.314,32.896,0.483434274,-35.73,1757.56,2.06,104.84,4.213
23-Jul-19,Goatbushu,2,A,1,Goatbushu-2A1,VASP,Goatbushu-2A1-VASP,4.593958333,1.43375,3.160208333,40,70,R,254,0,NA,75.14,30.5,9.2,1,NA,0.802,NA,IMG_8501,46.19,NA,41.379,62.203,32.764,0.456214337,-35.12,1737.23,2.74,98.28,3.874
23-Jul-19,Goatbushu,2,B,1,Goatbushu-2B1,MADI,Goatbushu-2B1-MADI,4.593958333,1.43375,3.160208333,58,2.5,L,70,14,70,82.42,25.3,9.2,63,NA,0.616,NA,IMG_8472,34.034,NA,69.233,91.65,33.794,0.470779805,-34.54,1932.35,-0.68,86.29,4.648
23-Jul-19,Goatbushu,2,B,1,Goatbushu-2B1,MEFE,Goatbushu-2B1-MEFE,4.593958333,1.43375,3.160208333,58,2.5,L,70,14,70,82.42,25.3,9.2,1,NA,0.682,NA,IMG_8481,30.804,8,71.584,92.429,32.212,0.471035801,-34.33,1599.24,1.15,66.6,4.006
23-Jul-19,Goatbushu,2,B,1,Goatbushu-2B1,RUSP,Goatbushu-2B1-RUSP,4.593958333,1.43375,3.160208333,58,2.5,L,70,14,70,82.42,25.3,9.2,2,NA,0.413,NA,IMG_8479,61.024,NA,60.929,85.727,31.132,0.482186649,-35.9,1898.92,4.74,124.98,4.465
23-Jul-19,Goatbushu,2,B,1,Goatbushu-2B1,TITR,Goatbushu-2B1-TITR,4.593958333,1.43375,3.160208333,58,2.5,L,70,14,70,82.42,25.3,9.2,NA,NA,0.682,NA,IMG_8482,8.594,NA,59.77,81.899,32.213,0.471003324,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,2,B,1,Goatbushu-2B1,VASP,Goatbushu-2B1-VASP,4.593958333,1.43375,3.160208333,58,2.5,L,70,14,70,82.42,25.3,9.2,1,NA,0.788,NA,IMG_8484,23.746,NA,58.916,80.386,48.149,0.428837403,-35.3,1823.51,3.86,92.03,4.148
23-Jul-19,Goatbushu,2,C,1,Goatbushu-2C1,MADI,Goatbushu-2C1-MADI,4.593958333,1.43375,3.160208333,66,7.8,R,269,0,NA,81.38,25.2,9.2,48,NA,0.549,NA,IMG_8517,30.721,NA,70.804,94.169,28.048,0.487869196,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,2,C,1,Goatbushu-2C1,RUSP,Goatbushu-2C1-RUSP,4.593958333,1.43375,3.160208333,66,7.8,R,269,0,NA,81.38,25.2,9.2,3,1,0.839,NA,IMG_8533,52.55,NA,49.897,71.841,34.816,0.458889584,NA,NA,NA,NA,NA
23-Jul-19,Goatbushu,2,C,1,Goatbushu-2C1,VASP,Goatbushu-2C1-VASP,4.593958333,1.43375,3.160208333,66,7.8,R,269,0,NA,81.38,25.2,9.2,1,NA,0.618,NA,IMG_8519,30.411,NA,56.869,66.175,40.419,0.404831674,-36.84,1879.63,2.45,101.29,4.308
23-Jul-19,Goatbushu,2,C,2,Goatbushu-2C2,MADI,Goatbushu-2C2-MADI,4.593958333,1.43375,3.160208333,65,4.5,R,269,0,NA,81.9,24.5,9.2,1,NA,0.528,NA,IMG_8534,20.751,NA,55.156,76.391,29.473,0.474419327,-33.79,1775.08,3.44,104.89,4.244
